CUSTOMER_ID,CHECK_ID,BANK_ACCOUNT_ID,AMOUNT,CREATE_DATE,USER_ID,CHECK_DATE,STATUS,SELL_RATE,BUY_RATE,POSTING_DATE,ENTITY_ID,DEPOSIT_ID,MARKED_FOR_PURGE,PAYMENT_METHOD,CURRENCY_ID,USER_EXCH_RATE,VOID_DATE,VOID_CLEARED_DATE
DA0001,1110 BANAMEX,34937,11270,3/25/2002,SYSADM,3/25/2002,A,1,1,3/25/2002,GENIN,12,N,C,MEX$,N,,
DA0003,# N/D BANAMEX,34937,1908.68,3/25/2002,SYSADM,3/25/2002,A,1,1,3/25/2002,GENIN,04,N,C,MEX$,N,,
TA0010,TRANSF,34937,11666.64,3/25/2002,SYSADM,3/18/2002,A,1,1,3/18/2002,GENIN,01,N,C,MEX$,N,,
DA0003,7110 BANAMEX,34937,3817.36,3/26/2002,SYSADM,3/25/2002,A,1,1,3/25/2002,GENIN,04,N,C,MEX$,N,,
TA0007,TRANSF,014776993-4,43676.66,4/2/2002,SYSADM,4/2/2002,A,1,1,4/2/2002,GENIN,13,N,C,MEX$,N,,
CA0014,transf,014776993-4,32619.75,4/8/2002,SYSADM,4/5/2002,A,1,1,4/5/2002,GENIN,10,N,C,MEX$,N,,
CA0017,9998,34937,19829.68,4/8/2002,SYSADM,4/4/2002,A,1,1,4/4/2002,GENIN,09,N,C,MEX$,N,,
CA0017,9988,34937,934.62,4/8/2002,SYSADM,4/4/2002,A,1,1,4/4/2002,GENIN,09,N,C,MEX$,N,,
CA0024,EFECTIV O,34937,3881.25,4/8/2002,SYSADM,4/5/2002,A,1,1,4/5/2002,GENIN,14,N,C,MEX$,N,,
CA0024,129 BCR,34937,1667.39,4/8/2002,SYSADM,4/6/2002,A,1,1,4/6/2002,GENIN,14,N,C,MEX$,N,,
TA0008,101999 BCMR,34937,2413.85,4/8/2002,SYSADM,4/2/2002,A,1,1,4/2/2002,GENIN,15,N,C,MEX$,N,,
TI0001,TRANSF,34937,109882.5,4/8/2002,SYSADM,3/27/2002,A,1,1,4/8/2002,GENIN,16,N,C,MEX$,N,,
TI0001,TRANSF 2,34937,121152.5,4/8/2002,SYSADM,4/5/2002,A,1,1,4/8/2002,GENIN,16,N,C,MEX$,N,,
TA0003,471 BANORTE,014776993-4,11252.52,4/8/2002,SYSADM,4/4/2002,A,1,1,4/4/2002,GENIN,17,N,C,MEX$,N,,
CA0017,9973 SERFIN,34937,10983.42,4/8/2002,SYSADM,3/27/2002,A,1,1,3/27/2002,GENIN,09,N,C,MEX$,N,,
CA0023,TR 1-4-02,34937,4370,4/8/2002,SYSADM,4/1/2002,A,1,1,4/1/2002,GENIN,18,N,C,MEX$,N,,
DA0007,TR 09-04-02,34937,182.57,4/10/2002,SYSADM,4/9/2002,A,1,1,4/9/2002,GENIN,19,N,C,MEX$,N,,
CA0017,10016 BX,34937,10386.8,4/12/2002,SYSADM,4/11/2002,A,1,1,4/11/2002,GENIN,09,N,C,MEX$,N,,
CA0006,23389 BN,34937,19437.76,4/15/2002,SYSADM,4/12/2002,A,1,1,4/15/2002,GENIN,01,N,C,MEX$,N,,
TA0010,TR 11-04-02,34937,14511.97,4/12/2002,SYSADM,4/11/2002,A,1,1,4/11/2002,GENIN,001,N,C,MEX$,N,,
TA0010,TR 08-04-04,34937,18884.26,4/12/2002,SYSADM,4/8/2002,A,1,1,4/8/2002,GENIN,001,N,C,MEX$,N,,
CA0006,EFE 15-04-02,34937,666,4/15/2002,SYSADM,4/15/2002,A,1,1,4/15/2002,GENIN,01,N,C,MEX$,N,,
CA0021,1037 BN,014776993-4,1897.5,4/17/2002,SYSADM,4/15/2002,A,1,1,4/15/2002,GENIN,20,N,C,MEX$,N,,
CA0014,TR 16-6-2002,34937,22181.43,4/17/2002,SYSADM,4/16/2002,A,1,1,4/16/2002,GENIN,10,N,C,MEX$,N,,
DA0008,8053674,34937,394.45,4/22/2002,SYSADM,4/18/2002,A,1,1,4/18/2002,GENIN,21,N,C,MEX$,N,,
CA0025,EFE 18-04-02,34937,1835.4,4/22/2002,SYSADM,4/18/2002,A,1,1,4/18/2002,GENIN,22,N,C,MEX$,N,,
CA0017,53 BREGIO,34937,37461.71,4/22/2002,SYSADM,4/19/2002,A,1,1,4/19/2002,GENIN,09,N,C,MEX$,N,,
CA0006,EFE 23-04-02,34937,655.01,4/23/2002,SYSADM,4/23/2002,A,1,1,4/23/2002,GENIN,01,N,C,MEX$,N,,
CA0022,2410 BN,34937,5025.5,4/26/2002,SYSADM,4/24/2002,A,1,1,4/24/2002,GENIN,23,N,C,MEX$,N,,
DA0007,TR 26-04-02,34937,1095.44,4/29/2002,SYSADM,4/26/2002,A,1,1,4/29/2002,GENIN,19,N,C,MEX$,N,,
CA0017,10016 SRF,34937,0,5/2/2002,SYSADM,4/11/2002,A,1,1,4/11/2002,GENIN,09,N,C,MEX$,N,,
CA0017,10091 SF,34937,655.01,5/5/2002,SYSADM,4/30/2002,A,1,1,4/30/2002,GENIN,09,N,C,MEX$,N,,
CA0017,10107 SF,34937,10607.6,5/5/2002,SYSADM,5/2/2002,A,1,1,5/2/2002,GENIN,09,N,C,MEX$,N,,
CA0017,10090 SF,34937,10386.8,5/5/2002,SYSADM,4/30/2002,A,1,1,4/30/2002,GENIN,09,N,C,MEX$,N,,
DA0001,1235 BX,34937,9155.61,5/5/2002,SYSADM,5/8/2002,A,1,1,5/8/2002,GENIN,12,N,C,MEX$,N,,
TA0013,3694 BN,34937,43470,5/5/2002,SYSADM,5/2/2002,A,1,1,5/2/2002,GENIN,24,N,C,MEX$,N,,
CA0014,TR 2002-05-03,014776993-4,47875.95,5/5/2002,SYSADM,5/3/2002,A,1,1,5/3/2002,GENIN,10,N,C,MEX$,N,,
TI0001,TR 2002-04-28,34937,107065,5/5/2002,SYSADM,5/2/2002,A,1,1,5/2/2002,GENIN,16,N,C,MEX$,N,,
CA0014,TR 10-05-2002,014776993-4,32619.75,5/14/2002,SYSADM,5/14/2002,A,1,1,5/14/2002,GENIN,10,N,C,MEX$,N,,
CA0017,17225 BN,014776993-4,15000,5/14/2002,SYSADM,5/13/2002,A,1,1,5/13/2002,GENIN,09,N,C,MEX$,N,,
CA0017,17236 BN,014776993-4,10000,5/14/2002,SYSADM,5/13/2002,A,1,1,5/14/2002,GENIN,09,N,C,MEX$,N,,
TA0001,24896 BC,34937,6189.3,5/20/2002,SYSADM,5/21/2002,A,1,1,5/21/2002,GENIN,26,N,C,MEX$,N,,
CI-0002,EF 2002-05-07,014776993-4,1680.84,5/14/2002,SYSADM,5/7/2002,A,1,1,5/7/2002,GENIN,25,N,C,MEX$,N,,
CA0024,EF 2002-05-07,014776993-4,3247.83,5/14/2002,SYSADM,5/7/2002,A,1,1,5/7/2002,GENIN,14,N,C,MEX$,N,,
TA0010,TR 2002-05-03,34937,21150.84,5/14/2002,SYSADM,5/3/2002,A,1,1,5/3/2002,GENIN,001,N,C,MEX$,N,,
CA0006,23887,34937,10396,5/20/2002,SYSADM,5/20/2002,A,1,1,5/20/2002,GENIN,06,N,C,MEX$,N,,
CA0006,23599,014776993-4,5096.8,5/20/2002,SYSADM,5/20/2002,A,1,1,5/20/2002,GENIN,06,N,C,MEX$,N,,
CA0017,10172 SF,34937,19520.64,5/21/2002,SYSADM,5/21/2002,A,1,1,5/21/2002,GENIN,09,N,C,MEX$,N,,
TA0001,24939 BC,34937,1696.46,5/21/2002,SYSADM,5/21/2002,A,1,1,5/21/2002,GENIN,26,N,C,MEX$,N,,
CA0017,1056 BI,34937,5000,5/27/2002,SYSADM,5/24/2002,A,1,1,5/27/2002,GENIN,09,N,C,MEX$,N,,
CA0022,2615 BN,34937,1743.4,5/27/2002,SYSADM,5/23/2002,A,1,1,5/27/2002,GENIN,23,N,C,MEX$,N,,
CA0006,23971 BN,34937,10981.35,5/27/2002,SYSADM,5/23/2002,A,1,1,5/27/2002,GENIN,06,N,C,MEX$,N,,
CAOO26,78 ST,34937,1101.13,5/27/2002,SYSADM,5/28/2002,A,1,1,5/28/2002,GENIN,27,N,C,MEX$,N,,
CA0014,trans 20-5-02,014776993-4,39645.94,5/29/2002,SYSADM,5/22/2002,A,1,1,5/22/2002,GENIN,10,N,C,MEX$,N,,
CA0017,17404 BN,34937,5000,5/29/2002,SYSADM,5/23/2002,A,1,1,5/29/2002,GENIN,09,N,C,MEX$,N,,
TA0014,2458 BX,34937,3943.35,5/29/2002,SYSADM,5/28/2002,A,1,1,5/28/2002,GENIN,28,N,C,MEX$,N,,
CA0020,EFE 29-5-02,34937,258.75,5/29/2002,SYSADM,5/28/2002,A,1,1,5/28/2002,GENIN,08,N,C,MEX$,N,,
TA0010,TRAN 22-5-02,34937,18321.14,5/29/2002,SYSADM,5/22/2002,A,1,1,5/22/2002,GENIN,001,N,C,MEX$,N,,
CA0017,17423 BN,34937,5000,5/30/2002,SYSADM,5/28/2002,A,1,1,5/30/2002,GENIN,09,N,C,MEX$,N,,
TA0002,ef 30-05-2002,34937,575,5/31/2002,SYSADM,5/30/2002,A,1,1,5/30/2002,GENIN,29,N,C,MEX$,N,,
TA0010,TR 29-05-2002,34937,14351.17,5/31/2002,SYSADM,5/29/2002,A,1,1,5/29/2002,GENIN,001,N,C,MEX$,N,,
CA0017,17426 BN,34937,5000,6/3/2002,SYSADM,5/31/2002,A,1,1,6/3/2002,GENIN,09,N,C,MEX$,N,,
CA0017,17491 BN,34937,2385.9,6/3/2002,SYSADM,5/31/2002,A,1,1,6/3/2002,GENIN,09,N,C,MEX$,N,,
TI0001,TR 3-6-2002,34937,118134.44,6/3/2002,SYSADM,6/3/2002,A,1,1,6/3/2002,GENIN,16,N,C,MEX$,N,,
TA0013,3837 BN,34937,70035,6/4/2002,SYSADM,6/4/2002,A,1,1,6/4/2002,GENIN,24,N,C,MEX$,N,,
DA0001,? BX,34937,48162,6/4/2002,SYSADM,6/4/2002,A,1,1,6/4/2002,GENIN,24,N,C,MEX$,N,,
CA0017,17508 BN,34937,5000,6/6/2002,SYSADM,6/5/2002,A,1,1,6/6/2002,GENIN,09,N,C,MEX$,N,,
CA0024,efe 2002-06-4,34937,3247.83,6/6/2002,SYSADM,6/4/2002,A,1,1,6/4/2002,GENIN,14,N,C,MEX$,N,,
CA0022,2641 BN,34937,3069.35,6/10/2002,SYSADM,6/7/2002,A,1,1,6/10/2002,GENIN,23,N,C,MEX$,N,,
CA0017,17585 BN,34937,5000,6/10/2002,SYSADM,6/7/2002,A,1,1,6/10/2002,GENIN,09,N,C,MEX$,N,,
CA0017,17579,34937,5000,6/10/2002,SYSADM,6/7/2002,A,1,1,6/10/2002,GENIN,09,N,C,MEX$,N,,
CA0006,24211 BN,34937,8492.12,6/10/2002,SYSADM,6/7/2002,A,1,1,6/10/2002,GENIN,01,N,C,MEX$,N,,
CA0014,TR 2002-06-07,014776993-4,39143.7,6/10/2002,SYSADM,6/7/2002,A,1,1,6/7/2002,GENIN,10,N,C,MEX$,N,,
TA0001,25037 BBV,34937,3084.48,6/12/2002,SYSADM,6/4/2002,A,1,1,6/13/2002,GENIN,26,N,C,MEX$,N,,
CA0017,17593 BN,34937,5000,6/13/2002,SYSADM,6/14/2002,A,1,1,6/14/2002,GENIN,00001,N,C,MEX$,N,,
CA0017,17589 BN,34937,5000,6/13/2002,SYSADM,6/14/2002,A,1,1,6/14/2002,GENIN,00001,N,C,MEX$,N,,
CA0017,17592 BN,34937,5000,6/13/2002,SYSADM,6/14/2002,A,1,1,6/14/2002,GENIN,00001,N,C,MEX$,N,,
CA0014,TR 14-6-2002,014776993-4,47875.95,6/17/2002,SYSADM,6/14/2002,A,1,1,6/14/2002,GENIN,10,N,C,MEX$,N,,
CA0017,17661 BN,34937,3363.8,6/17/2002,SYSADM,6/13/2002,A,1,1,6/17/2002,GENIN,09,N,C,MEX$,N,,
DA0001,BX 20-06-2002,34937,48162,6/20/2002,SYSADM,6/20/2002,A,1,1,6/20/2002,GENIN,12,N,C,MEX$,N,,
CA0014,TR 20-06-2002,34937,25674.34,6/20/2002,SYSADM,6/20/2002,A,1,1,6/20/2002,GENIN,10,N,C,MEX$,N,,
CA0029,9107600 BITAL,34937,545.56,6/21/2002,SYSADM,6/24/2002,A,1,1,6/24/2002,GENIN,30,N,C,MEX$,N,,
CA0017,17737 BN,34937,5000,6/21/2002,SYSADM,6/24/2002,A,1,1,6/24/2002,GENIN,09,N,C,MEX$,N,,
CA0017,17739 BN,34937,5000,6/21/2002,SYSADM,6/24/2002,A,1,1,6/24/2002,GENIN,09,N,C,MEX$,N,,
CA0006,24403 BN,34937,6006.24,6/21/2002,SYSADM,6/24/2002,A,1,1,6/24/2002,GENIN,01,N,C,MEX$,N,,
TA0010,TR 21-06-2002,014776993-4,11187.48,6/24/2002,SYSADM,6/21/2002,A,1,1,6/21/2002,GENIN,01,N,C,MEX$,N,,
CA0017,17668 BN,34937,5000,6/26/2002,SYSADM,6/25/2002,A,1,1,6/25/2002,GENIN,09,N,C,MEX$,N,,
CA0017,17743,34937,3252.8,6/26/2002,SYSADM,6/25/2002,A,1,1,6/25/2002,GENIN,09,N,C,MEX$,N,,
CA0017,17666,34937,5000,6/26/2002,SYSADM,6/25/2002,A,1,1,6/25/2002,GENIN,09,N,C,MEX$,N,,
TA0013,3946 BN,34937,76504.44,6/26/2002,SYSADM,6/26/2002,A,1,1,6/26/2002,GENIN,24,N,C,MEX$,N,,
CA0017,17744 BN,34937,5000,6/27/2002,SYSADM,6/27/2002,A,1,1,6/27/2002,GENIN,09,N,C,MEX$,N,,
CA0017,17750 BN,34937,2080.52,6/27/2002,SYSADM,6/27/2002,A,1,1,6/27/2002,GENIN,09,N,C,MEX$,N,,
DA0001,BX 2002-07-02,34937,27301,7/2/2002,SYSADM,7/2/2002,A,1,1,7/2/2002,GENIN,12,N,C,MEX$,N,,
TA0001,25246 BBV,34937,3094.65,7/3/2002,SYSADM,7/3/2002,A,1,1,7/3/2002,GENIN,26,N,C,MEX$,N,,
TI0001,TR 2002-07-03,34937,121152.5,7/3/2002,SYSADM,6/28/2002,A,1,1,7/3/2002,GENIN,16,N,C,MEX$,N,,
CA0024,EFECTIVO,34937,3247.83,7/8/2002,SYSADM,7/2/2002,A,1,1,7/2/2002,GENIN,14,N,C,MEX$,N,,
CA0028,TR 2002-07-05,34937,1423.44,7/8/2002,SYSADM,7/5/2002,A,1,1,7/5/2002,GENIN,31,N,C,MEX$,N,,
TI0001,TR 2002-07-05,34937,121152.5,7/8/2002,SYSADM,7/5/2002,A,1,1,7/5/2002,GENIN,16,N,C,MEX$,N,,
CA0014,TR 2002-07-05,34937,32619.75,7/8/2002,SYSADM,7/5/2002,A,1,1,7/5/2002,GENIN,10,N,C,MEX$,N,,
TA0010,TR 2002-07-05,34937,11158.64,7/8/2002,SYSADM,7/5/2002,A,1,1,7/5/2002,GENIN,001,N,C,MEX$,N,,
CA0014,TR 2002-07-19,34937,70559.62,7/20/2002,SYSADM,7/19/2002,A,1,1,7/19/2002,GENIN,10,N,C,MEX$,N,,
DA0009,TR 2002-07-19,34937,3162.5,7/20/2002,SYSADM,7/18/2002,A,1,1,7/18/2002,GENIN,32,N,C,MEX$,N,,
DA0001,1461 BX,34937,20695.4,7/20/2002,SYSADM,7/22/2002,A,1,1,7/22/2002,GENIN,12,N,C,MEX$,N,,
TA0001,BBV 2002-7-19,34937,3094.65,7/20/2002,SYSADM,7/22/2002,A,1,1,7/22/2002,GENIN,26,N,C,MEX$,N,,
TA0010,TR 2002-07-08,34937,12789.05,7/20/2002,SYSADM,7/8/2002,A,1,1,7/8/2002,GENIN,001,N,C,MEX$,N,,
CA0029,EFE 20020719,34937,1591.6,7/23/2002,HOMERO,7/19/2002,A,1,1,7/23/2002,GENIN,30,N,C,MEX$,N,,
CA0029,9107633,34937,1091.12,7/23/2002,HOMERO,7/23/2002,A,1,1,7/23/2002,GENIN,30,N,C,MEX$,N,,
CA0023,716776,34937,336.38,7/26/2002,SYSADM,7/26/2002,A,1,1,7/26/2002,GENIN,33,N,C,MEX$,N,,
TA0001,25374,34937,2063.1,7/26/2002,SYSADM,7/26/2002,A,1,1,7/26/2002,GENIN,26,N,C,MEX$,N,,
CA0030,EFE 20020726,34937,460,7/26/2002,SYSADM,7/26/2002,A,1,1,7/26/2002,GENIN,34,N,C,MEX$,N,,
TA0007,TR 20020722,014776993-4,35969.01,7/26/2002,HOMERO,7/22/2002,A,1,1,7/22/2002,GENIN,13,N,C,MEX$,N,,
CA0014,TR 20020724,34937,77635.01,7/26/2002,HOMERO,7/24/2002,A,1,1,7/24/2002,GENIN,10,N,C,MEX$,N,,
DA0001,19381 BX,34937,30000,8/3/2002,HOMERO,8/2/2002,A,1,1,8/2/2002,GENIN,12,N,C,MEX$,N,,
DA0001,BX 20020729,34937,20651.75,8/3/2002,HOMERO,8/29/2002,A,1,1,8/29/2002,GENIN,12,N,C,MEX$,N,,
TA0001,25426 BBV,34937,3392.92,8/3/2002,HOMERO,8/2/2002,A,1,1,8/2/2002,GENIN,26,N,C,MEX$,N,,
CA0024,EFE 20020731,34937,3247.83,8/3/2002,HOMERO,7/31/2002,A,1,1,7/31/2002,GENIN,14,N,C,MEX$,N,,
CA0014,tr 20020731,34937,44613.98,8/6/2002,SYSADM,7/31/2002,A,1,1,7/31/2002,GENIN,10,N,C,MEX$,N,,
CA0022,3039,34937,4478.1,8/6/2002,SYSADM,8/5/2002,A,1,1,8/5/2002,GENIN,23,N,C,MEX$,N,,
TA0001,25455,34937,4126.2,8/6/2002,SYSADM,8/5/2002,A,1,1,8/5/2002,GENIN,26,N,C,MEX$,N,,
CA0023,716725,34937,724.5,8/6/2002,SYSADM,8/5/2002,A,1,1,8/5/2002,GENIN,33,N,C,MEX$,N,,
TA0010,tr 20020729,34937,17102.26,8/6/2002,SYSADM,7/29/2002,A,1,1,7/29/2002,GENIN,001,N,C,MEX$,N,,
TA0015,2538,34937,221.39,8/6/2002,SYSADM,7/31/2002,A,1,1,7/31/2002,GENIN,35,N,C,MEX$,N,,
CA0032,efe 20020805,34937,1104.63,8/6/2002,SYSADM,8/5/2002,A,1,1,8/5/2002,GENIN,36,N,C,MEX$,N,,
CA0017,413,34937,9914.61,8/13/2002,HOMERO,8/12/2002,A,1,1,8/12/2002,GENIN,09,N,C,MEX$,N,,
TA0001,25490 BBV,34937,1696.46,8/13/2002,HOMERO,8/12/2002,A,1,1,8/12/2002,GENIN,26,N,C,MEX$,N,,
TA0001,25550 BBV,34937,21899.81,8/19/2002,SYSADM,8/20/2002,A,1,1,8/20/2002,GENIN,26,N,C,MEX$,N,,
CA0017,10529 SF,34937,10516.83,8/19/2002,SYSADM,8/19/2002,A,1,1,8/19/2002,GENIN,09,N,C,MEX$,N,,
CA0017,10532 SF,34937,10516.82,8/19/2002,SYSADM,8/20/2002,A,1,1,8/20/2002,GENIN,09,N,C,MEX$,N,,
DA0001,BX 20020816,34937,30000.05,8/19/2002,SYSADM,8/16/2002,A,1,1,8/16/2002,GENIN,12,N,C,MEX$,N,,
CA0023,716804,34937,991.88,8/19/2002,SYSADM,8/16/2002,A,1,1,8/16/2002,GENIN,33,N,C,MEX$,N,,
CX0002,6058 BX,34937,718.75,8/20/2002,SYSADM,8/21/2002,A,1,1,8/21/2002,GENIN,38,N,C,MEX$,N,,
TA0003,781 BN,34937,14065.65,8/20/2002,SYSADM,8/21/2002,A,1,1,8/21/2002,GENIN,39,N,C,MEX$,N,,
TI0001,TRNSF 14/8/02,34937,121152.5,8/20/2002,SYSADM,8/14/2002,A,1,1,8/14/2002,GENIN,16,N,C,MEX$,N,,
TA0010,TRNSF16/08/02,34937,12383.64,8/21/2002,SYSADM,8/16/2002,A,1,1,8/16/2002,GENIN,10,N,C,MEX$,N,,
TI0001,TRNSF27/08/02,34937,121152.5,8/26/2002,HOMERO,8/27/2002,A,1,1,8/27/2002,GENIN,16,N,C,MEX$,N,,
DA0009,TRNSF26/08/02,34937,6325,8/26/2002,HOMERO,8/26/2002,A,1,1,8/26/2002,GENIN,32,N,C,MEX$,N,,
DA0001,1593 BX,34937,7861.86,8/26/2002,HOMERO,8/28/2002,A,1,1,8/28/2002,GENIN,12,N,C,MEX$,N,,
TA0010,TRNSF29/08/02,34937,13426.11,8/28/2002,HOMERO,8/29/2002,A,1,1,8/29/2002,GENIN,001,N,C,MEX$,N,,
CA0028,105518 BRURAL,34937,1442.88,9/2/2002,SYSADM,9/4/2002,A,1,1,9/4/2002,GENIN,31,N,C,MEX$,N,,
TA0018,177 BNORTE,34937,1811.25,9/2/2002,SYSADM,9/4/2002,A,1,1,9/4/2002,GENIN,40,N,C,MEX$,N,,
CA0034,363 AFIRME,34937,6459.49,9/2/2002,SYSADM,9/4/2002,A,1,1,9/4/2002,GENIN,41,N,C,MEX$,N,,
CA0024,EFE2002-09-03,34937,1492.88,9/2/2002,SYSADM,9/3/2002,A,1,1,9/3/2002,GENIN,14,N,C,MEX$,N,,
CA0033,CH 2002-08-29,34937,1621.5,9/2/2002,SYSADM,8/29/2002,A,1,1,8/29/2002,GENIN,42,N,C,MEX$,N,,
CX0001,TR 2002-08-13,34937,15249,9/2/2002,SYSADM,8/13/2002,A,1,1,8/13/2002,GENIN,37,N,C,MEX$,N,,
TA0016,TR 2002-09-03,34937,10235,9/3/2002,SYSADM,9/3/2002,A,1,1,9/3/2002,GENIN,43,N,C,MEX$,N,,
TI0001,TR 2002-09-04,34937,121152.5,9/3/2002,SYSADM,9/4/2002,A,1,1,9/4/2002,GENIN,16,N,C,MEX$,N,,
DA0004,609 BREGIO,34937,2944,9/3/2002,SYSADM,9/4/2002,A,1,1,9/4/2002,GENIN,44,N,C,MEX$,N,,
CA0014,TR 2002-09-05,34937,152761.39,9/5/2002,SYSADM,9/5/2002,A,1,1,9/5/2002,GENIN,10,N,C,MEX$,N,,
CA0023,716877,34937,483,9/6/2002,SYSADM,9/6/2002,A,1,1,9/6/2002,GENIN,33,N,C,MEX$,N,,
DA0004,616,34937,294.4,9/6/2002,SYSADM,9/6/2002,A,1,1,9/6/2002,GENIN,44,N,C,MEX$,N,,
TA0001,20020906 BBV,34937,13186.16,9/9/2002,HOMERO,9/9/2002,A,1,1,9/9/2002,GENIN,26,N,C,MEX$,N,,
TA0010,TR 2002-09-10,34937,16924.94,9/9/2002,HOMERO,9/10/2002,A,1,1,9/10/2002,GENIN,001,N,C,MEX$,N,,
TA0001,BBV 20020918,34937,18006.36,9/19/2002,HOMERO,9/18/2002,A,1,1,9/18/2002,GENIN,26,N,C,MEX$,N,,
CA0035,BC 20020913,34937,9016,9/19/2002,HOMERO,9/13/2002,A,1,1,9/13/2002,GENIN,45,N,C,MEX$,N,,
CA0017,CHQ 10620,34937,12012.4,9/19/2002,HOMERO,9/18/2002,A,1,1,9/18/2002,GENIN,09,N,C,MEX$,N,,
CA0014,TR 20020919,34937,32619.75,9/19/2002,HOMERO,9/19/2002,A,1,1,9/19/2002,GENIN,10,N,C,MEX$,N,,
TI0002,EFE 20020906,34937,330.51,9/19/2002,HOMERO,9/19/2002,A,1,1,9/19/2002,GENIN,46,N,C,MEX$,N,,
DA0001,1625 BBV,34937,25810.24,9/23/2002,HOMERO,9/24/2002,A,1,1,9/24/2002,GENIN,12,N,C,MEX$,N,,
CA0017,10650 SRF,34937,12012.34,9/24/2002,HOMERO,9/25/2002,A,1,1,9/25/2002,GENIN,09,N,C,MEX$,N,,
CA0036,EFE2002-09-25,34937,2018.25,9/24/2002,HOMERO,9/25/2002,A,1,1,9/25/2002,GENIN,47,N,C,MEX$,N,,
CA0037,EF2002-09-25,34937,1914.46,9/24/2002,HOMERO,9/25/2002,A,1,1,9/25/2002,GENIN,48,N,C,MEX$,N,,
CA0026,EF2002-09-26,34937,1207.5,9/25/2002,HOMERO,9/26/2002,A,1,1,9/26/2002,GENIN,27,N,C,MEX$,N,,
TI0001,TR2002-09-19,34937,121152.5,9/25/2002,HOMERO,9/20/2002,A,1,1,9/20/2002,GENIN,16,N,C,MEX$,N,,
TA0001,25820 BBVA,0136176577,34083.5,10/1/2002,HOMERO,10/2/2002,A,1,1,10/2/2002,GENIN,26,N,C,MEX$,N,,
CA0017,10667 SRF,0136176577,10170.3,10/1/2002,HOMERO,10/2/2002,A,1,1,10/2/2002,GENIN,09,N,C,MEX$,N,,
TA0017,729462 BBV,0136176577,2621.81,10/1/2002,HOMERO,10/2/2002,A,1,1,10/2/2002,GENIN,49,N,C,MEX$,N,,
