INVOICE_ID,CUSTOMER_ID,TYPE,INVOICE_DATE,TOTAL_AMOUNT,PAID_AMOUNT,DISCOUNT_GIVEN,LAST_PAID_DATE,ZERO_DATE,TERMS_NET_TYPE,TERMS_NET_DAYS,TERMS_NET_DATE,TERMS_DISC_TYPE,TERMS_DISC_DAYS,TERMS_DISC_DATE,TERMS_DISC_PERCENT,TERMS_DESCRIPTION,FREIGHT_TERMS,CREATE_DATE,USER_ID,STATUS,PREPAY_ORDER_ID,PREPAY_INVOICE_ID,SELL_RATE,BUY_RATE,POSTING_DATE,ENTITY_ID,RECV_GL_ACCT_ID,MARKED_FOR_PURGE,NEW_SELL_RATE,NEW_BUY_RATE,PRINTED_DATE,VAT_BOOK_CODE,VAT_REPORT_NO,VAT_FILENAME,RCR_INVOICE_ID,CURRENCY_ID,USER_EXCH_RATE,SALESREP_ID,COMM_PAID_AMOUNT
00075,CA0006,I,12-Mar-02,1013.81,1013.81,0,12-Mar-02,12-Mar-02,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,12-Mar-02,SYSADM,A,,,1,1,12-Mar-02,GENIN,103-009-000,N,,,12-Mar-02,,,,,MEX$,N,,0
00076,CA0006,I,12-Mar-02,19437.76,19437.76,0,15-Apr-02,15-Apr-02,A,14,,A,0,,0,,C,12-Mar-02,SYSADM,A,,,1,1,12-Mar-02,GENIN,103-009-000,N,,,12-Mar-02,,,,,MEX$,N,,0
00077,CF0002,I,12-Mar-02,5175,5175,0,12-Mar-02,12-Mar-02,A,0,,A,0,,0,,B,12-Mar-02,SYSADM,A,,,1,1,12-Mar-02,GENIN,103-007-003,N,,,12-Mar-02,,,,,MEX$,N,,0
00078,DA0001,I,13-Mar-02,5224.68,5224.68,0,08-May-02,05-May-02,A,0,,A,0,,0,,B,13-Mar-02,SYSADM,A,,,1,1,13-Mar-02,GENIN,103-021-000,N,,,13-Mar-02,,,,,MEX$,N,,0
00079,CA0017,I,13-Mar-02,10432.8,10432.8,0,13-Mar-02,15-Mar-02,A,0,,A,0,,0,CONTADO,C,13-Mar-02,SYSADM,A,,,1,1,13-Mar-02,GENIN,103-009-001,N,,,13-Mar-02,,,,,MEX$,N,,0
00080,CA0017,I,13-Mar-02,506.91,506.91,0,13-Mar-02,15-Mar-02,A,0,,A,0,,0,CONTADO,C,13-Mar-02,SYSADM,A,,,1,1,13-Mar-02,GENIN,103-009-001,N,,,13-Mar-02,,,,,MEX$,N,,0
00081,CA0020,I,13-Mar-02,517.5,517.5,0,13-Mar-02,13-Mar-02,A,0,,A,0,,0,,B,13-Mar-02,SYSADM,A,,,1,1,13-Mar-02,GENIN,103-001-002,N,,,13-Mar-02,,,,,MEX$,N,,0
00083,TI0001,I,15-Mar-02,121152.5,121152.5,0,08-Apr-02,08-Apr-02,A,14,,A,0,,0,CREDITO 14 DIAS FECHA FACTURA,B,15-Mar-02,HOMERO,A,,,1,1,15-Mar-02,GENIN,0010301,N,,,15-Mar-02,,,,,MEX$,N,,0
00084,TA0010,I,18-Mar-02,18884.26,18884.26,0,08-Apr-02,12-Apr-02,A,15,,A,0,,0,,B,18-Mar-02,SYSADM,A,,,1,1,18-Mar-02,GENIN,103-021-001,N,,,18-Mar-02,,,,,MEX$,N,,0
00085,CA0022,I,18-Mar-02,1920.5,1920.5,0,24-Apr-02,26-Apr-02,A,15,,A,0,,0,CREDITO 15 DIAS FECHA FACTURA,B,18-Mar-02,SYSADM,A,,,1,1,18-Mar-02,GENIN,103-018-003,N,,,18-Mar-02,,,,,MEX$,N,,0
00086,CA0022,I,18-Mar-02,3105,3105,0,24-Apr-02,26-Apr-02,A,15,,A,0,,0,CREDITO 15 DIAS FECHA FACTURA,B,18-Mar-02,SYSADM,A,,,1,1,18-Mar-02,GENIN,103-018-003,N,,,18-Mar-02,,,,,MEX$,N,,0
00088,CA0018,I,18-Mar-02,764.75,764.75,0,18-Mar-02,18-Mar-02,A,0,,A,0,,0,CONTADO,B,18-Mar-02,SYSADM,A,,,1,1,18-Mar-02,GENIN,103-013-001,N,,,18-Mar-02,,,,,MEX$,N,,0
00089,CA0021,I,19-Mar-02,1897.5,1897.5,0,15-Apr-02,17-Apr-02,A,15,,A,0,,0,CREDITO / 15 DIAS FECHA FACTURA,B,19-Mar-02,HOMERO,A,,,1,1,19-Mar-02,GENIN,103-005-001,N,,,19-Mar-02,,,,,MEX$,N,,0
00091,DA0005,I,19-Mar-02,598,598,0,19-Mar-02,19-Mar-02,A,0,,A,0,,0,,B,19-Mar-02,SYSADM,A,,,1,1,19-Mar-02,GENIN,103-016-000,N,,,19-Mar-02,,,,,MEX$,N,,0
00095,CA0017,I,19-Mar-02,10983.42,10983.42,0,27-Mar-02,08-Apr-02,A,0,,A,0,,0,CONTADO,C,19-Mar-02,SYSADM,A,,,1,1,19-Mar-02,GENIN,103-009-001,N,,,27-Mar-02,,,,,MEX$,N,,0
00094,CA0017,I,19-Mar-02,19829.68,19829.68,0,04-Apr-02,08-Apr-02,A,7,,A,0,,0,CREDITO / 7 DIAS F.F.,C,19-Mar-02,SYSADM,A,,,1,1,19-Mar-02,GENIN,103-009-001,N,,,19-Mar-02,,,,,MEX$,N,,0
00096,CA0017,I,19-Mar-02,1505.01,1505.01,0,25-Mar-02,25-Mar-02,A,0,,A,0,,0,CONTADO,C,19-Mar-02,SYSADM,A,,,1,1,19-Mar-02,GENIN,103-009-001,N,,,19-Mar-02,,,,,MEX$,N,,0
00097,DA0001,I,22-Mar-02,3930.93,3930.93,0,08-May-02,05-May-02,A,14,,A,0,,0,CONTADO,B,22-Mar-02,HOMERO,A,,,1,1,22-Mar-02,GENIN,103-021-002,N,,,22-Mar-02,,,,,MEX$,N,,0
00098,CA0023,I,25-Mar-02,4370,4370,0,01-Apr-02,08-Apr-02,A,0,,A,0,,0,,B,25-Mar-02,HOMERO,A,,,1,1,25-Mar-02,GENIN,103-021-003,N,,,25-Mar-02,,,,,MEX$,N,,0
00099,DA0003,I,25-Mar-02,3817.36,3817.36,0,25-Mar-02,26-Mar-02,A,0,,A,0,,0,CONTADO,B,25-Mar-02,SYSADM,A,,,1,1,25-Mar-02,GENIN,103-003-001,N,,,26-Mar-02,,,,,MEX$,N,,0
00100,TA0001,I,27-Mar-02,4126.2,4126.2,0,21-May-02,20-May-02,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,27-Mar-02,HOMERO,A,,,1,1,27-Mar-02,GENIN,103-007-002,N,,,27-Mar-02,,,,,MEX$,N,,0
00106,CA0017,I,27-Mar-02,10386.8,10386.8,0,11-Apr-02,12-Apr-02,A,7,,A,0,,0,CREDITO / 7 DIAS FECHA FACTURA,C,27-Mar-02,SYSADM,A,,,1,1,27-Mar-02,GENIN,103-009-001,N,,,22-May-02,,,,,MEX$,N,,0
00105,CA0017,I,27-Mar-02,934.62,934.62,0,04-Apr-02,08-Apr-02,A,0,,A,0,,0,CONTADO,C,27-Mar-02,SYSADM,A,,,1,1,27-Mar-02,GENIN,103-009-001,N,,,27-Mar-02,,,,,MEX$,N,,0
00107,TA0001,I,01-Apr-02,2063.1,2063.1,0,21-May-02,20-May-02,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,01-Apr-02,SYSADM,A,,,1,1,01-Apr-02,GENIN,103-007-002,N,,,01-Apr-02,,,,,MEX$,N,,0
00111,TA0010,I,01-Apr-02,14511.97,14511.97,0,11-Apr-02,12-Apr-02,A,0,,A,0,,0,,B,01-Apr-02,SYSADM,A,,,1,1,01-Apr-02,GENIN,103-021-001,N,,,01-Apr-02,,,,,MEX$,N,,0
00112,CA0014,I,02-Apr-02,47875.95,47875.95,0,03-May-02,05-May-02,A,28,,A,0,,0,CREDITO / 28 DIAS FECHA FACTURA,B,02-Apr-02,HOMERO,A,,,1,1,02-Apr-02,GENIN,103-015-002,N,,,02-Apr-02,,,,,MEX$,N,,0
00116,TA0008,I,02-Apr-02,2413.85,2413.85,0,02-Apr-02,08-Apr-02,A,0,,A,0,,0,CONTADO,C,02-Apr-02,SYSADM,A,,,1,1,02-Apr-02,GENIN,103-013-003,N,,,02-Apr-02,,,,,MEX$,N,,0
00119,CA0024,I,04-Apr-02,3881.25,3881.25,0,05-Apr-02,08-Apr-02,A,0,,A,0,,0,CONTADO,B,04-Apr-02,HOMERO,A,,,1,1,04-Apr-02,GENIN,103-011-001,N,,,04-Apr-02,,,,,MEX$,N,,0
00124,CA0024,I,06-Apr-02,1667.39,1667.39,0,06-Apr-02,08-Apr-02,A,0,,A,0,,0,,B,06-Apr-02,SYSADM,A,,,1,1,06-Apr-02,GENIN,103-011-001,N,,,06-Apr-02,,,,,MEX$,N,,0
00125,CA0014,I,08-Apr-02,32619.75,32619.75,0,14-May-02,14-May-02,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,08-Apr-02,HOMERO,A,,,1,1,08-Apr-02,GENIN,103-015-002,N,,,08-Apr-02,,,,,MEX$,N,,0
01478,CA0006,I,28-Jan-05,206604.04,206604.04,0,30-Mar-05,30-Mar-05,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,28-Jan-05,SYSADM,A,,,1,1,28-Jan-05,GENIN,103-009-003,N,,,28-Jan-05,,,,,MEX$,N,,0
01479,TA0007,I,31-Jan-05,75203.1,75203.1,0,08-Mar-05,09-Mar-05,A,14,,A,0,,0,14 DIAS FECHA FACTURA,B,31-Jan-05,SYSADM,A,,,1,1,31-Jan-05,GENIN,103-009-002,N,,,31-Jan-05,,,,,MEX$,N,,0
01480,DA0013,I,31-Jan-05,10752.5,10752.5,0,01-Apr-05,04-Apr-05,A,30,,A,0,,0,30 DIAS FECHA FACTURA,B,31-Jan-05,SYSADM,A,,,1,1,31-Jan-05,GENIN,103-010-004,N,,,31-Jan-05,,,,,MEX$,N,,0
00136,DA0007,I,10-Apr-02,182.57,182.57,0,09-Apr-02,10-Apr-02,A,0,,A,0,,0,,B,10-Apr-02,SYSADM,A,,,1,1,10-Apr-02,GENIN,103-020-001,N,,,10-Apr-02,,,,,MEX$,N,,0
00143,TI0001,I,11-Apr-02,107065,107065,0,02-May-02,05-May-02,A,14,,A,0,,0,CREDITO 14 DIAS FECHA FACTURA,B,11-Apr-02,SYSADM,A,,,1,1,11-Apr-02,GENIN,0010301,N,,,11-Apr-02,,,,,MEX$,N,,0
00147,TA0013,I,12-Apr-02,43470,43470,0,02-May-02,05-May-02,A,15,,A,0,,0,,B,12-Apr-02,SYSADM,A,,,1,1,12-Apr-02,GENIN,103-010-001,N,,,12-Apr-02,,,,,MEX$,N,,0
00150,CA0006,I,13-Apr-02,5096.8,5096.8,0,20-May-02,20-May-02,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,13-Apr-02,HOMERO,A,,,1,1,13-Apr-02,GENIN,103-009-003,N,,,13-Apr-02,,,,,MEX$,N,,0
00149,CA0017,I,12-Apr-02,54907.44,54907.44,0,21-May-02,21-May-02,A,7,,A,0,,0,CREDITO / 7 DIAS FECHA FACTURA,C,12-Apr-02,SYSADM,A,,,1,1,12-Apr-02,GENIN,103-009-001,N,,,12-Apr-02,,,,,MEX$,N,,0
00158,CA0017,I,17-Apr-02,37461.71,37461.71,0,19-Apr-02,22-Apr-02,A,7,,A,0,,0,CREDITO / 7 DIAS,C,17-Apr-02,SYSADM,A,,,1,1,17-Apr-02,GENIN,103-009-001,N,,,17-Apr-02,,,,,MEX$,N,,0
00159,CA0025,I,18-Apr-02,1835.4,1835.4,0,18-Apr-02,22-Apr-02,A,0,,A,0,,0,CONTADO,B,18-Apr-02,HOMERO,A,,,1,1,18-Apr-02,GENIN,103-022-001,N,,,18-Apr-02,,,,,MEX$,N,,0
00165,CA0022,I,23-Apr-02,1743.4,1743.4,0,27-May-02,27-May-02,A,15,,A,0,,0,CREDITO 15 DIAS FECHA FACTURA,B,23-Apr-02,SYSADM,A,,,1,1,23-Apr-02,GENIN,103-018-003,N,,,23-Apr-02,,,,,MEX$,N,,0
00164,TA0001,I,22-Apr-02,3084.48,3084.48,0,13-Jun-02,12-Jun-02,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,22-Apr-02,SYSADM,A,,,1,1,22-Apr-02,GENIN,103-007-002,N,,,22-Apr-02,,,,,MEX$,N,,0
00166,CA0006,I,23-Apr-02,10396,10396,0,20-May-02,20-May-02,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,23-Apr-02,SYSADM,A,,,1,1,23-Apr-02,GENIN,103-009-003,N,,,23-Apr-02,,,,,MEX$,N,,0
00168,CA0017,I,23-Apr-02,10607.6,10607.6,0,02-May-02,05-May-02,A,7,,A,0,,0,CREDITO : 7 DIAS FECHA FACTURA,C,23-Apr-02,SYSADM,A,,,1,1,23-Apr-02,GENIN,103-009-001,N,,,23-Apr-02,,,,,MEX$,N,,0
00169,CA0006,I,23-Apr-02,655.01,655.01,0,23-Apr-02,23-Apr-02,A,0,,A,0,,0,CONTADO,C,23-Apr-02,SYSADM,A,,,1,1,23-Apr-02,GENIN,103-009-003,N,,,23-Apr-02,,,,,MEX$,N,,0
00170,CA0017,I,23-Apr-02,655.01,655.01,0,30-Apr-02,05-May-02,A,0,,A,0,,0,CONTADO,C,23-Apr-02,SYSADM,A,,,1,1,23-Apr-02,GENIN,103-009-001,N,,,23-Apr-02,,,,,MEX$,N,,0
00171,TA0001,I,23-Apr-02,1696.46,1696.46,0,21-May-02,21-May-02,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,23-Apr-02,SYSADM,A,,,1,1,23-Apr-02,GENIN,103-007-002,N,,,23-Apr-02,,,,,MEX$,N,,0
00172,CA0006,I,25-Apr-02,10981.35,10981.35,0,27-May-02,27-May-02,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,25-Apr-02,SYSADM,A,,,1,1,25-Apr-02,GENIN,103-009-003,N,,,25-Apr-02,,,,,MEX$,N,,0
00173,CA0017,I,25-Apr-02,22385.9,22385.9,0,03-Jun-02,03-Jun-02,A,7,,A,0,,0,CREDITO: 7 DIAS FECHA FACTURA,C,25-Apr-02,SYSADM,A,,,1,1,25-Apr-02,GENIN,103-009-001,N,,,25-Apr-02,,,,,MEX$,N,,0
00174,CA0022,I,27-Apr-02,3069.35,3069.35,0,10-Jun-02,10-Jun-02,A,15,,A,0,,0,CREDITO 15 DIAS FECHA FACTURA,B,27-Apr-02,SYSADM,A,,,1,1,27-Apr-02,GENIN,103-018-003,N,,,30-Apr-02,,,,,MEX$,N,,0
00175,DA0007,I,27-Apr-02,1095.44,1095.44,0,29-Apr-02,29-Apr-02,A,0,,A,0,,0,CONTADO,B,27-Apr-02,SYSADM,A,,,1,1,27-Apr-02,GENIN,103-020-001,N,,,27-Apr-02,,,,,MEX$,N,,0
00176,CA0014,I,02-May-02,39143.7,39143.7,0,07-Jun-02,10-Jun-02,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,02-May-02,HOMERO,A,,,1,1,02-May-02,GENIN,103-015-002,N,,,02-May-02,,,,,MEX$,N,,0
00177,TA0010,I,02-May-02,18321.14,18321.14,0,22-May-02,29-May-02,A,15,,A,0,,0,,B,02-May-02,SYSADM,A,,,1,1,02-May-02,GENIN,103-021-001,N,,,02-May-02,,,,,MEX$,N,,0
00178,DA0001,I,03-May-02,96324,96324,0,20-Jun-02,20-Jun-02,A,14,,A,0,,0,CREDITO / 14 DIAS FECHA FACTURA,B,03-May-02,SYSADM,A,,,1,1,03-May-02,GENIN,103-021-002,N,,,03-May-02,,,,,MEX$,N,,0
00179,CA0017,I,04-May-02,33363.8,33363.8,0,17-Jun-02,17-Jun-02,A,7,,A,0,,0,CREDITO / 7 DIAS FECHA FACTURA,C,04-May-02,SYSADM,A,,,1,1,04-May-02,GENIN,103-009-001,N,,,06-May-02,,,,,MEX$,N,,0
00180,CA0014,I,07-May-02,47875.95,47875.95,0,14-Jun-02,17-Jun-02,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,07-May-02,HOMERO,A,,,1,1,07-May-02,GENIN,103-015-002,N,,,07-May-02,,,,,MEX$,N,,0
00183,CI-0002,I,07-May-02,1680.84,1680.84,0,07-May-02,14-May-02,A,,,A,,,,,B,07-May-02,SYSADM,A,,,1,1,07-May-02,GENIN,103-011-002,N,,,07-May-02,,,,,MEX$,N,,0
00185,CA0024,I,07-May-02,3247.83,3247.83,0,07-May-02,14-May-02,A,0,,A,0,,0,,B,07-May-02,SYSADM,A,,,1,1,07-May-02,GENIN,103-011-001,N,,,07-May-02,,,,,MEX$,N,,0
00195,CA0022,I,10-May-02,4478.1,4478.1,0,05-Aug-02,06-Aug-02,A,15,,A,0,,0,CREDITO 15 DIAS FECHA FACTURA,B,10-May-02,HOMERO,A,,,1,1,10-May-02,GENIN,103-018-003,N,,,10-May-02,,,,,MEX$,N,,0
00196,CA0014,I,15-May-02,25674.34,25674.34,0,20-Jun-02,20-Jun-02,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,15-May-02,HOMERO,A,,,1,1,15-May-02,GENIN,103-015-002,N,,,15-May-02,,,,,MEX$,N,,0
00197,DA0001,I,15-May-02,27301,27301,0,02-Jul-02,02-Jul-02,A,14,,A,0,,0,14 DIAS FECHA FACTURA,B,15-May-02,SYSADM,A,,,1,1,15-May-02,GENIN,103-021-002,N,,,15-May-02,,,,,MEX$,N,,0
00198,TA0013,I,16-May-02,70035,70035,0,04-Jun-02,04-Jun-02,A,15,,A,0,,0,,B,16-May-02,HOMERO,A,,,1,1,16-May-02,GENIN,103-010-001,N,,,16-May-02,,,,,MEX$,N,,0
00199,DA0001,I,17-May-02,20695.4,20695.4,0,22-Jul-02,20-Jul-02,A,14,,A,0,,0,14 DIAS FECHA FACTURA,B,17-May-02,SYSADM,A,,,1,1,17-May-02,GENIN,103-021-002,N,,,17-May-02,,,,,MEX$,N,,0
00200,DA0001,I,17-May-02,50651.75,50651.75,0,29-Aug-02,03-Aug-02,A,14,,A,0,,0,14 DIAS FECHA FACTURA,B,17-May-02,SYSADM,A,,,1,1,17-May-02,GENIN,103-021-002,N,,,17-May-02,,,,,MEX$,N,,0
00205,TI0001,I,07-May-02,118134.44,118134.44,0,03-Jun-02,03-Jun-02,A,14,,A,0,,0,CREDITO 14 DIAS FECHA FACTURA,B,17-May-02,SYSADM,A,,,1,1,07-May-02,GENIN,0010301,N,,,17-May-02,,,,,MEX$,N,,0
00207,TA0010,I,16-May-02,14351.17,14351.17,0,29-May-02,31-May-02,A,15,,A,0,,0,15 DIAS F.F.,B,20-May-02,SYSADM,A,,,1,1,16-May-02,GENIN,103-021-001,N,,,20-May-02,,,,,MEX$,N,,0
00208,TA0001,I,20-May-02,3094.65,3094.65,0,03-Jul-02,03-Jul-02,A,28,,A,0,,0,28 DIAS FECHA FACTURA,B,20-May-02,HOMERO,A,,,1,1,20-May-02,GENIN,103-007-002,N,,,20-May-02,,,,,MEX$,N,,0
00209,DA0001,I,20-May-02,30000.05,30000.05,0,16-Aug-02,19-Aug-02,A,14,,A,0,,0,14 DIAS FECHA FACTURA,B,20-May-02,HOMERO,A,,,1,1,20-May-02,GENIN,103-021-002,N,,,20-May-02,,,,,MEX$,N,,0
00214,CA0006,I,23-May-02,8492.12,8492.12,0,10-Jun-02,10-Jun-02,A,14,,A,0,,0,14 DIAS FECHA FACTURA,C,23-May-02,SYSADM,A,,,1,1,23-May-02,GENIN,103-009-003,N,,,23-May-02,,,,,MEX$,N,,0
00215,CAOO26,I,24-May-02,1101.13,1101.13,0,28-May-02,27-May-02,A,0,,A,0,,0,,B,24-May-02,SYSADM,A,,,1,1,24-May-02,GENIN,103-011-003,N,,,24-Jun-03,,,,,MEX$,N,,0
